motif_token_id,motif_string,mean_att_label0,mean_att_label1,count_label0,count_label1
10902,c1cnccn1,0.22228555882044904,0.5198208157503783,347,85
8872,c1cCC1,4.970831746220483e-09,0,2,0
2731,C1CCO1,4.932242863582515e-38,0.06956439215988693,81,40
2733,C1ccCOc2cncc(c2)-ccCN1,1.0,0.9844634532928467,4,3
4789,C1C[N+]2CCC1CC2,0.18433690071106687,0,3,0
6841,cS,0.042783376980961914,0.006602438140616502,1514,504
6844,c1c[s+]ccn1,7.603858286324045e-07,0,7,0
6846,c1cc[nH]c1,0.11392992757540983,0.06949269443734883,755,136
707,C1CccN1,0.3792706429960985,1.3143542244159478e-12,2,1
8900,C1COCNC1,0.5,0,2,0
6858,c1cOCCC1,0.07865336551983047,0.04718613547608855,89,43
2774,c1c[C@@H]2CNC[C@H](C1)N2,0.12878942716339808,0.5,33,2
734,c1nnc[n+]1,1.2280307224170738e-14,0.0006298482186139154,5,5
6881,C1COPOC1,0.01756495195202468,0,19,0
742,c1coc[nH]1,1.0094368233932101e-15,0,2,0
748,C1ccCO1,0.12412918408376457,9.175015150653959e-30,24,1
6904,cCl,0.008950069773477742,0.00937131827400316,3338,743
4859,[N+],0.03885114294604263,0.04192460806932571,636,71
6908,C1CCCCO1,0.03794062343328918,1.4926815882619204e-13,116,10
4874,C1CCCC1,0.05457270146719931,0.056373729135978524,1091,1151
8971,c1cSCCC1,0.33332957824071247,0,6,0
11020,C1=CC2CCC1C2,2.330704625779426e-18,0,1,0
782,C1C[N+]CCN1,0.13024008260591655,0,23,0
11023,c1cnsn1,0.19999804496765183,0,5,0
6928,C1CCOC1,0.20478394328632873,0.3333149475190675,270,6
786,C1CCCNCC1,0.08293313229326996,0.5,19,2
11033,C1CCCCOCCNCCC2CCC[C@@H](CCCC\C=C\C1)O2,1.0,1.0,16,2
797,c1c[nH]nn1,0.19079763034328004,0,10,0
4894,C1CCCCOCC/C=C\CCCCCC1,0.9565217339543787,0,23,0
2854,[n+][O-],4.2890060326333404e-17,0,3,0
9006,C1\C=C/C=C/CCCCCCCC/C=C/OC2Cc3c(ccc4cc(ccc34)N1)O2,0.8004791902593232,0.9567105370839895,24,127
814,C1ccCC1,0.20000011416599364,0,5,0
4919,c1cCOcc-1,0.09592580986447433,0,11,0
2876,C1COCC[N+]1,3.1731933012423013e-19,0,1,0
11071,C1cccCC1,0.02484232114789068,0.0,80,2
2890,C1CCNCC1,0.1109770785707699,0.06946113071043603,1853,386
11086,NS,0.022372495763305633,0.009966608841463854,1857,607
11088,C1CCCCCCC[C@H]2C[C@H](CCO1)OCN2,0.9750824382936116,0,40,0
2904,c1cNCC1,0.010681306290435878,1.6955028475032168e-08,94,26
11098,c=N,0.1189368188428403,0.005455698445439338,67,5
4969,c1ccsc1,0.046894975352226406,0.04527309432974815,182,18
4982,C1C=CCN1,0.6001369847420703,0.23437651991844177,10,1
11127,C#C,0.026907040118564186,0.04009634427182689,592,187
2935,C1ccNccN1,0.4761609125780524,0,6,0
7036,C1CCCO1,0.0676267781413276,0.11134195774398364,91,18
4999,C1C[C@@H]2CCC[C@H]1N2,0.05940698366484113,0.0,17,1
2958,C1CCNC1,0.0884926163633887,0.18738307923564856,400,32
11163,c1cc[n+]cc1,0.4181884825229645,0,3,0
950,C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,0.6374429938037728,0.801303893327713,20,2
5046,c1nCCCN1,1.310788308104509e-10,0.0,17,1
957,C1CCCC2CCC=C(C2)C1,0.8624491511206057,0.8439859872214156,81,22
5067,C1CCccN1,0.4332858799971983,0.4285714285733544,30,7
3021,c1coco1,0.006017567751299867,0,17,0
11215,C1C=CCO1,0.45415980261766936,0.1534055439182199,15,13
980,c1cn[nH]c1,0.01189586923116659,0.013203424403488928,171,76
9172,C1CC[N+]C1,0.3333333334105614,0,3,0
5078,c1cSccN1,0.05246342816206057,7.691026757220827e-23,59,2
986,c1cc[nH]cc1,0.44570448652532907,0.22501896800412938,39,9
11228,C1CN2CC[C@@H]1CC2,0.2120857685804367,0,4,0
3042,C1CCCN1,0.32282388127949396,0.16436462414949674,123,12
3051,cBr,0.022797706232498473,0.008545051502649765,357,99
3052,c1cOCCOCCOCCO1,4.9447259302523236e-15,2.5128579228105957e-07,3,12
3054,c1ncn[nH]1,0.111111613076662,0.09581355638804046,9,22
7152,c-n,0.02033469068475224,0.02886709189376574,870,340
1021,CC,0.019321387252742475,0.017342599569277254,66484,17661
1023,C1CCC1,0.0181791699579178,8.618628814100554e-12,55,24
9231,C1CNCCNC1,0.6666666666666666,0,3,0
1045,C1C=NCCC1,0.4397590533356898,0,7,0
1052,c1n[nH]c[nH]1,0.12047741471904577,0,32,0
1053,C1=NCCO1,0.2731684908844847,0.20456637634531652,311,27
11300,cF,0.007887423823956026,0.008004927054495082,6030,1335
1065,C1OCCO1,1.81335295985349e-10,0.009068544330842768,14,71
1071,C1=CCOCC1,2.5479808747699886e-17,0,16,0
5204,O=S,0.006408528813072681,0.006194596576760462,4636,1501
5209,C1CCN1,0.8461538461538461,0.07358525554406008,13,81
3177,c1cnoc1,0.04214385866339832,0.17741941276077391,145,45
9322,C1CNcc1,0.2682785366612708,0.3750000001834036,48,8
5234,C1CC[C@@H]2CC[C@H]1N2,0.9999995231628418,0,1,0
1144,CO,0.009491056849685839,0.01115847294793177,38323,9326
5240,C1CCNN1,0.4787785093012751,0.42208963705367275,4,9
9342,[2H]C,0.03402776699851775,1.0497111987476769e-08,152,6
7305,P=S,2.8212635243150634e-23,0,1,0
3210,C1CC2=CCC(CCCCCOCC1)O2,0.9824781135508889,0,38,0
1169,[S+],0.15759733620996255,0,13,0
9370,cO,0.015469886599766648,0.017339093094914257,12769,2849
7324,c1cCNC1,0.024360174041928098,0,36,0
9384,c1c[n-]cn1,0.052742753106963775,4.388881019882064e-06,93,7
3244,[N-]=[N+],4.630840311211504e-26,0,5,0
3248,C1ccSccC1,4.336593150550128e-12,0,1,0
9396,C1=CCC=CC1,0,2.388751657647067e-18,0,9
1215,c1cC2CCN[C@H](C1)C2,0.25115589986329884,1.02644789272146e-16,52,2
9410,c-c,0.06860972407836063,0.06179182038557677,4042,1200
5314,c1cCOC1,0.11286238989115407,0,23,0
9415,C1=NN=CCcc1,0.32659301124810797,0,10,0
11468,c1cCCCcc-1,6.088560199229487e-11,3.8593531920810444e-09,15,8
7375,C1CCCCCCCC/C=C/C=C/CCO1,0.8160066498937898,0,132,0
9433,C1CN1,0.21444896856943765,0,3,0
7401,C1CCCCNCCCCCCCCCC1,0.05882071251253742,0.0,34,1
3308,c1cCOCC1,3.915182848063248e-12,0,1,0
3313,c1cCCCC1,0.1076521040486849,0.1118327094594778,323,79
5364,C1ccOC1,0,0.06250040996157773,0,16
11517,C1C[C@@H]2CCC[C@H]1[N+]2,2.3300409612876483e-15,0,3,0
11520,C1CNC1,0.181210135330999,0.05398474742874309,127,67
5379,C#N,0.007961620300338647,0.005738764147337035,1047,291
1286,c1c[nH]c[nH]c1,1.0,0,2,0
3341,C=C,0.03603608799361985,0.030097033035379292,2900,611
5390,c1ccnnc1,0.16648926702254496,1.3536897611955777e-18,66,6
3352,N=[N+],0.2000000089363077,0,5,0
1311,C1C[C@@H]2C[C@H]1NCO2,2.435756945179529e-37,0,2,0
9508,C1CCNCN1,0.6249315962195479,0.4578548160074508,8,44
9509,C1=CCCC1,0.2780939857786544,1.1292359987386037e-06,4,9
11561,c1cCCcc-1,0,2.504700920291722e-25,0,1
9521,c[N+],0.029359443440917492,0.17682562323098475,480,60
5426,c1ncnn1,0.019305312562971095,3.7192498819318635e-07,521,14
5448,C1COCCN1,0.11820285327292317,0.11823207377876857,465,106
7505,c1nncs1,2.7139835517830946e-11,0,2,0
9553,C1=CCcc1,1.0,0,2,0
7515,c1cNccCC1,8.149824736090509e-05,4.282289131694755e-08,25,3
1372,c1cnncn1,0.014770807303483941,0,155,0
3433,N=N,0.14288458572003745,0,7,0
11627,C1=CCNCC1,0.20395317043565378,1.0664666963693315e-18,80,2
9584,C1=C[C@H]2CC[C@@H]1CC2,0.0,0,1,0
7546,cC,0.027440621525901144,0.02774802684699856,22322,4437
9603,c1nncn1,0.49303878063681134,0.4000150785603352,92,5
7558,c1cnCCO1,0.020421314209365736,0,49,0
7562,C1=C[C@H]2CCccCN(C1)C2,0.04669703776171675,0.14239503443241122,22,4
11664,c1c[nH]cn1,0.06564465211984369,0.05571261928283145,928,202
3482,c=O,0.02145724170201161,0.013617522201244717,7018,971
11674,c1nCCCC1,0.30210853707597946,0.4273425681250436,77,7
5551,C1=CCCcc1,2.3734874914779768e-05,0.04808811592709206,5,24
9649,C1CC2CCCCCC(C1)C2,0.6397177083417773,1.0,16,2
7607,C1CC2C[C@H]1CC2,0.18181816208483886,0,11,0
11712,c1cn[C@H]2CCCC(n1)O2,0.15546532104863808,0.16697460133436376,25,18
11714,C1CCS[C@@H]2cc[C@H](CO1)NC2,0.3422415957416541,0.5,33,2
1485,c1cnCCC1,0.09993386864663005,0,10,0
9685,C1cccCCN1,0.1295637089077394,0,15,0
11743,N=O,2.591003488975788e-06,0.1363450573945365,9,15
1507,C1NCCN2C[C@@H](CC2)OccCCCCCCCO1,0.37335489355842866,0,22,0
7657,[O-]P,0.04347809203690512,0,23,0
9716,C1CNCCC1,0.635857902246194,1.0,90,1
9719,C1C=COCN1,2.2374908326128207e-07,0,1,0
3579,c1cOCCO1,0.04835922233767274,0.03572187127850194,183,28
1541,OS,0.021506290064333786,0.06283137045350169,187,43
5638,C1CSCN1,0.1621516536734187,0.11769151854486572,337,17
3599,C[S+],0.0033840209380738774,0,39,0
3602,C1ccCCN1,0.4242474680440643,0.6666666666666666,26,3
11797,c1nc[nH]n1,2.34985476216254e-09,0,2,0
5663,C1CC2CC(C1)C2,1.9395580974634896e-10,0,1,0
11825,C1CCOCCNCCC2CCC[C@@H](CC\C=C\C=C\C=C\CCCCCC\C=C\C1)O2,0.9893664407384076,1.0,94,11
5685,C1CCCCOCCCCCCCCCC1,0.8820389498253517,0,58,0
11832,c1ccocc1,0.3622396704376024,0.5548121563469723,148,9
5700,C1COCN1,0.017145969587303724,2.7534246952428597e-12,119,8
3652,c1cCCCNC1,0.0,0,1,0
11847,cN,0.03725693750906898,0.022726733628871162,18860,5027
3655,c1cncnc1,0.2481792273654107,0.1949478359138647,10224,2472
7755,C1ccC=Ccc1,0.6432768972602068,0,8,0
3671,C1C=CCcc1,1.0,1.0,1,3
1624,C1NCCN1,0.0,0,2,0
3677,C1NCCCN1,0.049955038378747915,0,20,0
5726,NO,0.022567346113730423,0.028055760212527887,226,38
5738,C1ccCScc1,0.3746982875453513,0,8,0
9835,C1CNN=C1,0.2509610981883764,0,33,0
1648,c1cnnc1,0.42147303811899844,0.3531054785873454,1314,287
3697,C1C=CCC=C1,0.25717573614917183,0.2557191468249961,136,535
5751,c1cCCNCC1,2.372531893168883e-10,0,2,0
1657,C1NCC2CC1N2,6.322522352718965e-37,0,1,0
11901,CN,0.03472523394277207,0.029029138279722873,31315,5621
9854,C1CN=CN1,0.100000049185995,0,10,0
1661,C1C=CCCN1,0.7721544538625617,0.4999996254518031,17,2
3711,C1=NccOcc1,0.2603777050971985,0,1,0
7812,C1=CNC=CC1,0.19619975159020814,0.0310867916838927,272,33
1670,c1cCCNcc-1,0.35275999608613434,0.0,13,1
9867,C1=CccNcc1,0,3.08548691696324e-14,0,1
3747,C1CC2OCC(C1)OO2,0.2500004471628188,0,4,0
11942,O=P,0.011067416540732244,0.009602774667177122,544,317
1707,C1ccCN1,0.11306085955482098,0.38163814783981387,47,65
11951,cP,0.00011493877565383244,0.00023455023341868107,145,133
5820,[N+]=O,0.016252329140671037,0.06721929833422093,505,60
7872,C1CNCccN1,7.314366889943358e-09,0,1,0
9925,c1cnsc1,0.03449441712763334,1.3690616695871682e-10,7,1
11981,C1CCCCOCCCCCCCC1,0.9999997566143671,0,24,0
3795,C1CNCCN1,0.038135866820426044,0.020529597505634056,2590,572
11990,c1cCNCC1,0.13875808895340783,0.2498205217728382,100,12
5848,C1CNCN1,0.28521361373713655,0.18525246069354295,45,50
1755,c1cCCC1,0.49927206228085985,1.0,42,1
12017,C1C=NCN1,0.0,0.0,1,31
5884,C1C=CCCC1,0.23180431203622007,0.20850692096287746,282,513
9993,C1NCCO1,9.322780960899617e-06,0.0,75,1
3851,C1CC2CCC1N2,3.4260947064320624e-30,0,2,0
10006,C1CNCCNCCNCCNCCNCCCSSCCNCCNCCNCCNCCNCCN1,0.9114580477277437,0,21,0
10010,c1cnc[nH]1,0.20250282328533545,2.0089672148450612e-07,74,4
10011,C1CNPOC1,4.325047420749612e-09,0.20196419703872834,9,5
12069,c1cCCCCC1,5.120981763639964e-13,1.0,2,1
12071,C1ccOCC1,0.22524262935753742,0,9,0
10023,C1CCNccN1,6.0215235575533654e-12,0,1,0
10028,C1NCCN2C[C@@H](CC2)OccC/C=C/COCCO1,0.46665007265008457,0,15,0
10049,C1=NccNcc1,0.17319635225735724,0,8,0
10055,C1CN2CCC1CC2,0.29525277018679924,0,2,0
10059,C1=CNCSC1,1.8253943206652212e-33,0.19999973773956345,12,10
1868,c1cCC[C@@H]2CCCN(CC1)C2,0.00038941460982087846,2.2797232148272224e-08,42,13
8018,C1ccCOcc1,0.25023095046561394,0,8,0
12119,c1cCNccC1,1.0,0,4,0
12120,C1N=CCC=N1,0,0.32412346669136444,0,9
10093,C1CCSSCCNCCNCCNCCNCCN1,0.8297133233230308,0,19,0
10095,C1cnNCN1,1.0,0,1,0
6000,CP,0.011391390343678157,0.010138685144139556,497,357
10101,C1ccCcc1,0.25342672152348134,0.1000002309640422,127,10
6009,C1COCO1,0.13218807271019217,3.2508844014955685e-05,125,2
10122,c1ccnc1,0.08954647010144871,0.08264292927273917,608,231
12186,C1=CccScc1,0.7951079256567937,0,10,0
10151,C1\C=C/C=C/CCCCCCCC/C=C/OC2Cc3c(ccc4c3CC=C(C4)N1)O2,1.0,1.0,1,31
10153,c1cNCCCC1,0.35322786867618566,0,9,0
10174,C1C=CCCO1,0.2604323800622476,0.5000498271765537,23,2
4039,c,0.07138299663261376,0.07541415493425593,394,54
12233,C1CCc2ccc(cc2)Oc2cccc(c2)CNCCN1,0.06254724988715028,0.16035034146389546,16,19
6097,C1=NccCN1,0.12974122112293357,0.0005378203639641783,36,3
10199,c1cOccCC1,0.2673224751631905,0,16,0
4060,CF,0.005494398981314609,0.006879396100303691,6637,1197
12257,C1CCCcc1,0.18298539633837832,0,37,0
6115,c1nnco1,0.2511847696893794,0.28571456422152564,16,7
10217,C1CC2CCC1CC2,0.04000578457967646,9.111701729125343e-06,25,1
12269,C,0.07428602947187553,0.10157568481469141,31855,8528
4078,Cc,0.033427428339661745,0.038075527046025875,4586,911
8173,BO,0.0031444859957038248,3.4221835307759517e-12,110,14
8185,C1NccCO1,0.2370126210105079,0.33175345663501793,21,6
8188,C1CCOCO1,0.05693091842686611,0.07696811784622397,66,12
10238,CCl,0.07668553177073675,0.043789405248752224,235,225
